Player,Season,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent
Emiliano BuendÃ­a Stati,2022-2023,5,3,117,2404,34,546.3,438.2,580.0,8,370,156.6,11,0,0,0.7
Matty Cash,2022-2023,0,2,57,1817,29,178.0,298.4,67.0,3,311,54.4,4,0,4,3.1
Ezri Konsa Ngoyo,2022-2023,0,0,110,3322,45,116.1,560.4,72.0,6,633,74.9,12,0,6,1.0
Leon Bailey,2022-2023,4,5,100,1964,32,439.1,334.2,532.0,6,242,130.1,8,0,4,2.7
Douglas Luiz Soares de Paulo,2022-2023,6,7,142,2922,35,655.4,661.6,242.0,17,594,155.8,13,1,6,1.0
Jacob Ramsey,2022-2023,6,8,135,2634,33,496.7,607.2,424.0,13,470,152.8,11,0,5,1.5
Tim Iroegbunam,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Diego Carlos Santos Silva,2022-2023,0,0,4,205,3,13.2,24.8,32.0,0,20,7.0,0,0,0,0.2
Anwar El Ghazi,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Keinan Davis,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Boubacar Kamara,2022-2023,0,1,44,1773,30,123.4,275.8,39.0,0,235,43.9,3,0,4,0.1
Cameron Archer,2022-2023,0,0,6,43,1,2.4,1.8,6.0,0,13,0.9,0,0,0,1.7
Jaden Philogene-Bidace,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
FrÃ©dÃ©ric Guilbert,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6
Leander Dendoncker,2022-2023,0,0,37,897,14,96.1,143.4,64.0,0,163,30.6,4,0,0,0.1
Ludwig Augustinsson,2022-2023,0,0,2,76,0,1.9,5.6,35.0,0,5,4.2,0,0,1,0.0
Kaine Kesler Hayden,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Ashley Young,2022-2023,1,0,87,2031,28,223.4,380.2,81.0,8,388,68.7,9,0,7,0.8
Lamare Bogarde,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Filip Marschall,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Kadan Young,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Alexandre Moreno Lopera,2022-2023,0,3,72,1325,10,321.1,254.4,151.0,5,278,72.3,7,0,3,2.1
Viljami Sinisalo,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Jhon DurÃ¡n,2022-2023,0,0,11,126,4,13.4,12.8,51.0,0,15,7.4,0,0,1,0.0
Sil Swinkels,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Oliwier Zych,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
James Wright,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Sebastian Revan,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Travis Patterson,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Tommi O'Reilly,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Adam Smith,2022-2023,0,1,74,2940,58,261.6,406.2,88.0,5,400,75.7,7,0,11,0.2
Junior Stanislas,2022-2023,0,0,4,58,1,22.9,10.0,7.0,0,13,3.9,0,0,0,0.0
Ryan Fredericks,2022-2023,0,0,12,527,11,26.7,66.0,12.0,0,63,10.6,0,0,1,0.0
David Brooks,2022-2023,0,0,5,170,4,16.4,13.6,31.0,0,7,6.0,0,0,1,0.0
Jamal Lowe,2022-2023,0,0,2,11,0,0.3,0.2,0.0,0,6,0.1,0,0,0,0.0
Kieffer Moore,2022-2023,4,0,57,1269,34,89.6,216.2,272.0,3,161,57.3,3,0,1,0.7
Emiliano Marcondes,2022-2023,0,0,1,8,1,0.0,1.2,0.0,0,3,0.1,0,0,0,0.0
Jefferson Lerma SolÃ­s,2022-2023,5,0,101,3252,67,293.6,616.6,311.0,5,500,122.1,7,0,7,0.5
Jack Stacey,2022-2023,0,0,6,293,10,8.6,44.2,8.0,0,36,6.0,0,0,2,0.0
Dominic Solanke,2022-2023,6,10,130,2865,52,279.9,524.8,1046.0,14,339,184.4,8,0,2,3.6
Lewis Cook,2022-2023,0,2,51,1712,39,352.5,313.0,45.0,1,280,71.2,3,0,4,0.1
Ben Pearson,2022-2023,0,0,9,282,10,6.4,21.0,9.0,0,32,3.7,1,0,1,0.1
Ryan Christie,2022-2023,1,2,64,1825,35,421.7,282.0,400.0,2,225,110.5,3,0,2,0.1
Philip Billing,2022-2023,7,2,126,2766,54,388.8,622.0,441.0,14,475,145.2,9,0,5,0.9
Chris Mepham,2022-2023,0,0,43,2197,52,54.4,556.4,134.0,6,369,74.4,5,0,7,0.1
Mark Travers,2022-2023,0,0,28,1035,32,0.0,253.0,0.0,1,193,25.4,2,0,0,0.4
Lloyd Kelly,2022-2023,0,2,60,2040,38,97.7,394.0,26.0,5,372,52.1,5,0,3,0.5
Siriki DembÃ©lÃ©,2022-2023,0,0,6,104,2,52.3,31.8,28.0,0,20,11.3,0,0,0,0.1
Jaidon Anthony,2022-2023,3,1,61,1241,29,209.1,299.4,263.0,4,193,77.2,2,0,2,0.1
Jordan Zemura,2022-2023,0,1,47,1452,31,232.8,269.4,71.0,1,235,57.1,5,0,1,0.1
Will Dennis,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4
Jack Stephens,2022-2023,0,0,35,1218,24,57.3,270.0,51.0,1,233,38.0,4,0,3,0.0
Joe Rothwell,2022-2023,0,1,33,1010,15,153.3,127.4,27.0,0,167,30.6,3,0,1,0.0
Marcus Tavernier,2022-2023,5,4,94,1740,37,348.4,459.8,436.0,12,315,124.2,5,0,1,0.2
James Hill,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Darren Randolph,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Norberto Murara Neto,2022-2023,0,0,93,2385,39,0.0,727.6,0.0,9,510,72.8,6,0,4,0.6
Marcos Senesi,2022-2023,2,0,69,2489,55,78.7,586.0,109.0,5,462,77.5,5,0,7,0.2
Christian Saydee,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Owen Bevan,2022-2023,0,0,1,8,1,0.0,0.2,0.0,0,3,0.0,0,0,0,0.0
Cameron Plain,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Daniel Adu-Adjei,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Michael Dacosta Gonzalez,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Dominic Sadi,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Dango Ouattara,2022-2023,1,3,49,1239,23,261.0,276.8,274.0,4,163,81.0,1,0,1,0.0
Euan Pollock,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Antoine Semenyo,2022-2023,1,0,18,250,6,26.5,50.0,32.0,1,56,10.7,0,0,0,0.0
MatÃ­as ViÃ±a,2022-2023,2,0,28,452,10,28.1,156.4,92.0,0,93,27.7,1,0,1,0.1
Illia Zabarnyi,2022-2023,0,0,7,297,5,0.9,41.2,0.0,0,54,4.1,0,0,0,0.0
Hamed TraorÃ¨,2022-2023,0,0,14,425,8,218.5,84.0,36.0,0,60,33.8,2,0,0,0.0
Ben Greenwood,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Max Kinsey-Wellings,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Pontus Jansson,2022-2023,1,0,29,722,14,2.5,176.2,53.0,0,147,23.4,2,0,0,0.3
Christian NÃ¸rgaard,2022-2023,1,6,71,1763,23,173.7,379.2,269.0,6,309,82.3,6,0,6,0.2
Ivan Toney,2022-2023,20,4,182,2953,42,424.3,926.8,1240.0,35,607,258.7,10,0,9,18.2
David Raya Martin,2022-2023,0,0,166,3420,46,20.1,1125.4,4.0,20,822,115.2,12,0,1,14.4
Sergi CanÃ³s TenÃ©s,2022-2023,0,0,5,73,2,13.5,7.0,6.0,0,14,2.8,0,0,0,0.1
Josh Dasilva,2022-2023,4,2,81,1371,17,206.1,304.2,182.0,3,274,69.2,5,0,1,3.8
Kristoffer Ajer,2022-2023,0,0,29,763,14,24.7,96.8,27.0,0,129,15.1,4,0,0,0.1
Rico Henry,2022-2023,0,3,112,3240,46,401.9,444.4,197.0,4,505,104.5,11,0,4,2.6
Vitaly Janelt,2022-2023,3,1,85,2201,28,246.1,411.2,223.0,5,357,88.1,8,0,3,0.1
Saman Ghoddos,2022-2023,0,0,15,124,5,62.8,27.2,21.0,0,53,11.1,0,0,0,0.0
Mathias Jensen,2022-2023,5,7,132,2805,40,787.9,644.0,208.0,11,498,164.1,10,0,5,1.8
Yoane Wissa,2022-2023,7,4,111,1587,17,184.5,363.8,414.0,6,292,95.5,7,0,3,0.3
Mads Roerslev Rasmussen,2022-2023,0,0,48,1101,12,120.6,167.6,46.0,0,201,33.4,5,0,0,0.1
Mads Bech SÃ¸rensen,2022-2023,0,0,4,18,0,0.2,2.6,0.0,0,12,0.2,0,0,0,0.0
Ethan Pinnock,2022-2023,3,0,112,2700,34,104.9,751.6,279.0,6,575,113.8,10,0,0,0.9
Frank Onyeka,2022-2023,0,3,38,837,11,89.9,125.8,106.0,0,111,32.3,3,0,0,0.0
Shandon Baptiste,2022-2023,0,2,29,600,6,144.5,107.8,54.0,0,123,30.7,1,1,1,0.2
Bryan Mbeumo,2022-2023,9,9,150,2905,39,766.3,662.4,866.0,19,556,229.3,10,0,5,4.0
Charlie Goode,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4
Marcus Forss,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Dominic Thompson,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Mads Bidstrup,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Ellery Balcombe,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Aaron Hickey,2022-2023,0,3,63,1918,30,119.8,223.6,98.0,2,310,44.2,5,0,7,0.3
Keane Lewis-Potter,2022-2023,0,1,14,313,4,64.0,42.0,114.0,0,37,21.9,0,0,0,0.0
Thomas Strakosha,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Ben Mee,2022-2023,3,2,143,3269,40,92.0,761.4,307.0,11,643,116.3,12,0,2,14.4
Fin Stevens,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Halil DerviÅoÄlu,2022-2023,0,1,4,6,0,0.0,0.0,10.0,0,11,1.0,0,0,0,0.5
Mikkel Damsgaard,2022-2023,0,0,33,970,14,161.0,137.4,146.0,0,131,44.5,3,0,4,0.1
Mathias Jorgensen,2022-2023,0,1,45,1097,15,18.2,189.8,45.0,4,191,25.6,4,0,2,0.9
Ryan Trevitt,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Matthew Cox,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Tristan Crama,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Yegor Yarmolyuk,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Kevin Schade,2022-2023,0,1,29,723,7,110.4,72.2,205.0,0,76,38.7,3,0,2,0.0
Michael Olakigbe,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Adam Lallana,2022-2023,2,1,47,717,10,186.7,144.2,152.0,4,146,48.5,5,0,0,0.1
Jason Steele,2022-2023,0,1,65,1350,23,13.0,347.6,0.0,8,332,36.1,6,0,1,6.0
Danny Welbeck,2022-2023,6,5,91,1844,28,390.6,378.2,782.0,5,296,155.4,6,0,0,2.1
Pascal GroÃ,2022-2023,9,8,159,3240,51,1215.4,888.4,578.0,14,748,268.6,11,0,7,11.0
Lewis Dunk,2022-2023,1,1,112,3240,50,163.6,661.4,198.0,7,648,102.4,12,0,4,8.2
Solly March,2022-2023,6,10,147,2719,40,965.8,791.8,955.0,16,559,271.4,10,0,2,4.4
Adam Webster,2022-2023,0,0,75,1983,27,104.0,354.0,126.0,3,405,58.4,9,0,2,0.5
JoÃ«l Veltman,2022-2023,1,1,95,2183,29,200.8,406.2,162.0,6,447,77.2,10,0,6,2.4
Robert SÃ¡nchez,2022-2023,0,0,82,2070,30,0.1,439.0,0.0,10,380,43.9,6,0,2,7.6
Tariq Lamptey,2022-2023,0,0,23,439,7,87.2,70.6,48.0,0,91,20.6,1,0,1,0.9
Steven Alzate,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Alexis Mac Allister,2022-2023,10,2,140,2882,45,729.6,741.0,706.0,18,567,217.8,10,0,8,14.7
Jakub Moder,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Enock Mwepu,2022-2023,0,1,11,209,4,39.0,48.8,34.0,0,29,12.2,0,0,0,0.0
Jeremy Sarmiento Morante,2022-2023,0,2,16,168,2,38.2,46.6,50.0,0,40,12.9,1,0,1,0.0
MoisÃ©s Caicedo Corozo,2022-2023,1,1,79,3138,47,668.6,582.2,210.0,0,503,146.3,10,0,10,0.4
Taylor Richards,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Haydon Roberts,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Deniz Undav,2022-2023,5,2,52,614,9,105.7,157.6,333.0,4,173,59.5,2,0,2,0.8
Kaoru Mitoma,2022-2023,7,9,138,2311,35,567.6,566.8,857.0,11,457,198.9,8,0,0,27.3
Julio Enciso,2022-2023,4,3,57,794,12,161.0,255.8,370.0,7,189,78.5,4,0,1,2.4
Kacper KozÅowski,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Billy Gilmour,2022-2023,0,1,21,502,8,56.5,67.6,33.0,0,105,15.8,2,0,1,0.4
Kjell Scherpen,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Matt Clarke,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Jan Paul van Hecke,2022-2023,0,0,6,291,7,5.5,62.8,10.0,0,54,7.9,0,0,2,0.3
Levi Colwill,2022-2023,0,2,46,1218,21,100.7,222.0,50.0,6,249,37.4,3,0,1,0.2
Pervis EstupiÃ±Ã¡n,2022-2023,1,7,128,2674,43,752.9,570.2,295.0,15,593,161.3,10,0,4,20.5
Evan Ferguson,2022-2023,6,2,65,942,12,129.1,284.2,350.0,8,213,76.5,6,0,1,1.7
Ed Turns,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Andrew Moran,2022-2023,0,0,1,11,1,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0
James Furlong,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Jack Hinshelwood,2022-2023,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0
Facundo Buonanotte,2022-2023,1,1,26,558,12,96.1,87.8,102.0,2,72,27.8,1,0,2,0.1
Yasin Ayari,2022-2023,0,0,3,65,2,25.3,5.4,3.0,0,14,3.3,0,0,0,0.0
Odeluga Offiah,2022-2023,0,0,1,23,3,1.5,6.2,0.0,0,10,0.8,0,0,0,0.0
Tom McGill,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Cameron Peupion,2022-2023,0,0,1,5,2,0.3,0.0,5.0,0,3,0.5,0,0,0,0.0
Imari Samuels,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Carney Chukwuemeka,2022-2023,0,0,18,342,7,69.7,57.6,72.0,0,71,19.9,1,0,0,0.3
Marc Cucurella Saseta,2022-2023,0,2,65,1669,20,232.5,354.4,72.0,1,363,65.9,6,0,4,5.0
CÃ©sar Azpilicueta,2022-2023,0,0,45,1521,21,206.7,259.2,93.0,4,242,55.8,3,0,3,1.2
Thiago Emiliano da Silva,2022-2023,0,2,80,2351,32,86.1,657.2,137.0,8,524,88.0,6,0,2,5.7
Marcos Alonso,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7
Ross Barkley,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Mateo Kovacic,2022-2023,1,2,53,1699,25,363.8,294.2,114.0,2,289,77.5,4,0,8,0.3
Kepa Arrizabalaga,2022-2023,0,0,118,2565,33,0.1,706.2,0.0,15,575,70.6,9,0,1,6.4
N'Golo KantÃ©,2022-2023,0,1,18,517,7,186.9,107.0,58.0,1,120,35.2,2,0,1,1.1
Hakim Ziyech,2022-2023,0,3,33,649,7,230.9,155.4,113.0,0,129,49.0,2,0,1,0.4
Ruben Loftus-Cheek,2022-2023,0,1,46,1530,23,234.8,206.6,173.0,1,228,61.6,5,0,1,0.1
Timo Werner,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Robert Kenedy Nunes do Nascimento,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Ben Chilwell,2022-2023,2,3,70,1402,19,382.6,283.4,178.0,4,302,84.2,4,0,3,3.1
Christian Pulisic,2022-2023,1,1,39,805,11,166.7,117.2,210.0,0,102,49.1,3,0,1,0.4
Trevoh Chalobah,2022-2023,0,0,49,1601,24,93.5,283.6,108.0,1,318,48.7,5,0,4,0.6
Mason Mount,2022-2023,3,4,82,1644,21,463.1,331.4,376.0,8,277,117.2,8,0,4,3.4
Malang Sarr,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Callum Hudson-Odoi,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Kai Havertz,2022-2023,7,1,102,2565,31,513.3,470.2,1012.0,13,301,199.3,9,0,5,3.2
Reece James,2022-2023,1,2,44,1242,17,358.2,292.2,153.0,5,286,80.4,2,0,4,10.7
Edouard Mendy,2022-2023,0,0,24,855,14,0.0,200.4,0.0,0,132,20.2,1,0,1,5.8
Conor Gallagher,2022-2023,3,1,66,1608,23,343.5,379.8,321.0,7,279,104.3,4,1,9,0.7
Armando Broja,2022-2023,1,1,21,285,5,18.2,64.6,113.0,0,56,19.7,1,0,0,0.3
Ethan Ampadu,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Wesley Fofana,2022-2023,1,0,37,1362,24,59.0,289.2,86.0,4,244,43.8,2,0,4,1.0
Raheem Sterling,2022-2023,6,4,101,1886,27,479.8,388.2,603.0,9,274,146.8,5,0,4,3.4
Kalidou Koulibaly,2022-2023,2,1,74,1798,22,104.1,497.4,141.0,8,408,74.5,6,1,5,5.4
Harvey Vale,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Denis Zakaria,2022-2023,0,0,13,409,5,22.6,44.6,24.0,0,47,9.2,2,0,0,0.0
Pierre-Emerick Aubameyang,2022-2023,1,0,25,546,8,59.4,55.0,177.0,3,61,28.5,1,0,1,0.7
Marcus Bettinelli,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Omari Hutchinson,2022-2023,0,0,1,22,0,1.8,1.0,4.0,0,2,0.7,0,0,0,0.0
Lewis Hall,2022-2023,0,0,19,653,11,174.3,113.2,119.0,3,118,40.7,1,0,1,0.0
Bashir Humphreys,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
David Datro Fofana,2022-2023,0,0,3,68,1,34.6,15.2,30.0,0,8,8.0,0,0,0,0.1
BenoÃ®t Badiashile,2022-2023,1,0,40,904,9,49.1,219.8,81.0,2,209,35.1,4,0,2,0.4
JoÃ£o FÃ©lix Sequeira,2022-2023,4,0,44,936,16,135.2,203.6,287.0,7,126,61.9,2,1,1,1.7
Mykhailo Mudryk,2022-2023,0,2,25,650,10,146.4,100.8,140.0,0,73,38.2,0,0,1,0.8
Andrey Nascimento dos Santos,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Noni Madueke,2022-2023,1,0,26,639,13,131.9,130.8,182.0,2,105,44.6,0,0,0,0.1
Enzo FernÃ¡ndez,2022-2023,0,2,42,1547,25,307.3,298.2,64.0,1,265,67.1,3,0,3,0.8
Ethan Wady,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Alfie Gilchrist,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Albert Sambi Lokonga,2022-2023,0,0,23,728,8,57.2,98.4,20.0,0,129,17.6,2,0,2,0.2
Vicente Guaita,2022-2023,0,0,99,2430,34,0.0,668.4,0.0,10,484,66.8,6,0,1,1.4
James Tomkins,2022-2023,1,0,8,335,10,1.1,90.0,54.0,1,50,14.6,0,1,1,0.8
James McArthur,2022-2023,0,0,4,50,0,1.7,6.8,0.0,0,13,0.9,0,0,0,0.0
Christian Benteke,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Joel Ward,2022-2023,1,0,78,2253,35,164.3,436.2,114.0,5,403,71.6,8,0,6,0.4
Nathaniel Clyne,2022-2023,0,0,44,1638,23,124.9,203.6,8.0,0,246,33.6,3,0,3,0.1
Luka Milivojevic,2022-2023,0,0,23,500,7,43.6,69.2,17.0,0,80,12.7,2,0,2,0.3
Jordan Ayew,2022-2023,4,3,104,2708,41,465.5,490.8,429.0,4,332,138.7,8,0,5,0.4
Wilfried Zaha,2022-2023,7,2,95,2289,34,384.8,465.4,848.0,6,216,169.4,5,0,5,6.7
Jeffrey Schlupp,2022-2023,3,2,89,2528,38,257.6,404.6,314.0,2,324,97.9,9,0,7,0.1
Will Hughes,2022-2023,1,1,41,822,11,102.1,153.2,57.0,3,152,31.0,1,0,4,0.0
Jairo Riedewald,2022-2023,0,0,6,60,0,2.6,9.8,4.0,0,19,1.5,0,0,0,0.0
Joachim Andersen,2022-2023,1,0,80,2782,37,146.3,641.8,273.0,1,483,106.4,8,0,8,1.6
Odsonne Edouard,2022-2023,5,2,82,1788,25,227.7,351.6,544.0,5,225,111.5,5,0,3,2.0
Marc GuÃ©hi,2022-2023,1,0,95,3330,46,142.7,688.2,205.0,2,623,103.9,9,0,8,2.5
Jean-Philippe Mateta,2022-2023,2,0,41,748,10,67.1,115.8,240.0,3,96,41.0,3,0,3,0.3
Eberechi Eze,2022-2023,10,5,159,2631,35,800.4,692.8,597.0,21,580,208.9,9,0,3,12.8
Tyrick Mitchell,2022-2023,0,2,93,2889,40,234.0,470.4,135.0,7,476,84.3,8,1,5,1.0
Michael Olise,2022-2023,2,11,132,2743,38,1014.6,606.6,462.0,15,517,208.8,8,0,2,1.8
Jesurun Rak-Sakyi,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Malcolm Ebiowei,2022-2023,0,0,3,31,1,0.9,3.4,4.0,0,9,0.9,0,0,0,0.2
Nathan Ferguson,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Sam Johnstone,2022-2023,0,0,36,810,10,0.0,155.0,0.0,5,159,15.6,3,0,1,1.1
Remi Matthews,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Luke Plange,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Cheick DoucourÃ©,2022-2023,0,3,74,2770,41,345.8,471.4,157.0,3,411,97.6,7,1,8,0.1
Chris Richards,2022-2023,0,0,13,443,11,15.3,92.4,26.0,0,83,13.2,1,0,0,0.1
Joseph Whitworth,2022-2023,0,0,3,180,5,0.0,41.8,0.0,0,28,4.2,0,0,0,0.1
Kaden Rodney,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Killian Phillips,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
John-Kymani Gordon,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Kofi Balmer,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Owen Goodman,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Jack Wells-Morrison,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
David Ozoh,2022-2023,0,0,1,1,0,0.8,0.0,0.0,0,3,0.1,0,0,0,0.0
Naouirou Ahamada,2022-2023,0,0,7,87,2,13.2,7.4,14.0,0,20,3.0,0,0,1,0.0
Tayo Adaramola,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Neal Maupay,2022-2023,1,0,41,1104,19,109.9,85.8,429.0,3,86,62.2,3,0,4,0.5
Asmir BegoviÄ,2022-2023,0,0,9,90,0,0.0,36.0,0.0,2,30,3.6,1,0,0,0.8
SalomÃ³n RondÃ³n,2022-2023,0,0,7,103,2,26.1,7.4,41.0,0,12,7.3,0,0,0,0.3
Seamus Coleman,2022-2023,1,0,63,1654,25,108.7,297.8,95.0,5,314,50.4,5,0,1,0.3
Andros Townsend,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Michael Keane,2022-2023,1,2,39,983,22,42.6,242.6,131.0,5,180,41.7,2,0,0,0.5
Dele Alli,2022-2023,0,0,2,38,1,2.2,0.6,6.0,0,5,0.9,0,0,0,0.1
Jordan Pickford,2022-2023,0,1,124,3330,57,23.0,991.2,0.0,10,666,101.3,8,0,6,6.2
Allan Marques Loureiro,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
AndrÃ© Tavares Gomes,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Abdoulaye DoucourÃ©,2022-2023,5,2,76,1527,27,261.2,315.8,229.0,10,263,80.3,4,1,6,0.2
Alex Iwobi,2022-2023,2,8,126,3379,56,917.7,682.4,366.0,9,563,196.7,9,0,2,1.1
Jean-Philippe Gbamin,2022-2023,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Yerry Mina,2022-2023,2,0,33,594,9,17.7,176.8,134.0,7,115,33.0,1,0,2,0.4
Demarai Gray,2022-2023,4,1,91,2501,39,605.2,410.4,670.0,4,284,168.5,7,0,3,0.6
Tom Davies,2022-2023,0,0,19,524,9,46.2,50.4,98.0,0,55,19.3,1,0,3,0.0
